Trace,Baseline,CPU,NumCPUs,HomogeneousMix,MPKI,IPC,LoadMisses,RFOMisses
bfs.trace.gz,lru,1,4,False,10.011737939929573,0.307265,4965806,40063
bfs.trace.gz,lru,2,4,False,10.045503939726975,0.307143,4982550,40202
astar_313B.trace.gz,lru,3,4,False,39.61204376232774,0.120505,10561886,9244136
xalancbmk_99B.trace.gz,lru,0,4,False,27.217353945565293,0.198485,13567197,41480
astar_313B.trace.gz,lru,1,4,False,41.19258,0.117531,10900046,9696244
bfs.trace.gz,lru,2,4,False,10.89173993464956,0.286835,5400726,45144
pr.trace.gz,lru,3,4,False,12.935537974128925,0.223948,6408872,58897
pr.trace.gz,lru,0,4,False,12.918639974162721,0.227841,6397702,61618
mcf_46B.trace.gz,lru,1,4,False,64.879646,0.0990308,31866830,572993
bfs.trace.gz,lru,2,4,False,10.41889795832441,0.316377,5169654,39795
cc.trace.gz,lru,3,4,False,6.238823987522352,0.387048,3118275,1137
cc.trace.gz,lru,0,4,False,6.329246,0.359172,3163332,1291
astar_313B.trace.gz,lru,1,4,False,41.572337916855325,0.115717,10983045,9803124
pr.trace.gz,lru,2,4,False,13.017131973965736,0.222744,6446413,62153
mcf_46B.trace.gz,lru,3,4,False,65.511126,0.0938591,32166977,588586
omnetpp_340B.trace.gz,lru,0,4,False,17.77240992891036,0.241126,7616980,1269225
cc.trace.gz,lru,1,4,False,6.5944259868111486,0.333564,3295064,2149
mcf_46B.trace.gz,lru,2,4,False,67.69345,0.0882785,33205308,641417
soplex_66B.trace.gz,lru,3,4,False,21.644487956711025,0.310536,8628636,2193608
astar_313B.trace.gz,lru,0,4,False,42.54998391490003,0.112314,11185585,10089407
xalancbmk_99B.trace.gz,lru,1,4,False,28.817953827092275,0.178192,14365072,43905
soplex_66B.trace.gz,lru,2,4,False,21.060088,0.322185,8390009,2140035
cc.trace.gz,lru,3,4,False,6.459163974163344,0.34717,3227602,1980
sphinx3_2520B.trace.gz,lru,0,4,False,8.05570996777716,0.624699,3743829,284026
mcf_46B.trace.gz,lru,1,4,False,67.8874517284502,0.094036,33297178,646548
xalancbmk_99B.trace.gz,lru,2,4,False,29.441992,0.191169,14676371,44625
xalancbmk_99B.trace.gz,lru,3,4,False,29.4165758823337,0.191304,14662871,45417
omnetpp_340B.trace.gz,lru,0,4,False,16.222841935108633,0.266786,6943348,1168073
astar_313B.trace.gz,lru,1,4,False,40.4312999191374,0.118207,10756012,9459638
cc.trace.gz,lru,2,4,False,6.198114,0.365345,3097605,1452
bfs.trace.gz,lru,3,4,False,10.531622,0.286222,5222550,43261
cc.trace.gz,lru,0,4,False,6.304876,0.395857,3150685,1753
omnetpp_340B.trace.gz,lru,1,4,False,16.708902,0.275468,7156961,1197490
pr.trace.gz,lru,2,4,False,12.99772997400454,0.227848,6432857,66008
sphinx3_2520B.trace.gz,lru,3,4,False,1.280483992317096,1.20906,577721,62521
mcf_46B.trace.gz,lru,0,4,False,68.37541186324918,0.0818472,33532716,654990
omnetpp_340B.trace.gz,lru,1,4,False,18.019801891881187,0.223896,7729345,1280556
soplex_66B.trace.gz,lru,2,4,False,22.42262,0.282241,8978302,2233008
astar_313B.trace.gz,lru,3,4,False,42.98881974206708,0.105455,11319275,10175135
astar_313B.trace.gz,lru,0,4,False,42.698694,0.111541,11237658,10111689
pr.trace.gz,lru,1,4,False,13.435227973129544,0.213217,6636261,81353
xalancbmk_99B.trace.gz,lru,2,4,False,28.954779884180883,0.175633,14433643,43747
soplex_66B.trace.gz,lru,3,4,False,21.360511957278977,0.316931,8529522,2150734
omnetpp_340B.trace.gz,lru,0,4,False,16.484859934060562,0.272804,7051043,1191387
bfs.trace.gz,lru,1,4,False,10.749824,0.29962,5331697,43215
omnetpp_340B.trace.gz,lru,2,4,False,16.476058,0.272804,7047028,1191001
pr.trace.gz,lru,3,4,False,12.90500997418998,0.226351,6392690,59815
pr.trace.gz,lru,0,4,False,13.261891973476216,0.215802,6562511,68435
xalancbmk_99B.trace.gz,lru,1,4,False,28.723883942552234,0.178486,14318522,43420
mcf_46B.trace.gz,lru,2,4,False,66.68692786662615,0.0912636,32725775,617689
astar_313B.trace.gz,lru,3,4,False,42.251932,0.113289,11143215,9982751
cc.trace.gz,lru,0,4,False,6.073687987852624,0.454306,3035877,967
cc.trace.gz,lru,1,4,False,6.083496,0.454327,3040343,1405
bfs.trace.gz,lru,2,4,False,8.916651982166696,0.386014,4422322,36004
bfs.trace.gz,lru,3,4,False,8.974731946151607,0.386014,4449691,37675
astar_313B.trace.gz,lru,0,4,False,43.489449739063296,0.105248,11452129,10292596
omnetpp_340B.trace.gz,lru,1,4,False,17.666082,0.224889,7575811,1257230
astar_313B.trace.gz,lru,2,4,False,43.49268773904387,0.105248,11453974,10292370
soplex_66B.trace.gz,lru,3,4,False,21.496485957007028,0.283891,8601769,2146474
astar_313B.trace.gz,lru,0,4,False,41.889565748662605,0.115509,11040962,9903821
omnetpp_340B.trace.gz,lru,1,4,False,17.075125897549245,0.256172,7315853,1221710
bfs.trace.gz,lru,2,4,False,11.487863977024272,0.270447,5695171,48761
sphinx3_2520B.trace.gz,lru,3,4,False,2.272656,1.00075,1047521,88807
astar_313B.trace.gz,lru,0,4,False,40.086854,0.119717,10657372,9386055
pr.trace.gz,lru,1,4,False,12.839933974320132,0.229281,6362972,56995
bfs.trace.gz,lru,2,4,False,10.054762,0.303067,4986046,41335
bfs.trace.gz,lru,3,4,False,10.00845995996616,0.303459,4965454,38776
sphinx3_2520B.trace.gz,lru,0,4,False,8.54945,0.570115,3956834,317891
cc.trace.gz,lru,1,4,False,6.7222779865554445,0.339952,3358713,2426
soplex_66B.trace.gz,lru,2,4,False,21.913564,0.320001,8736033,2220749
mcf_46B.trace.gz,lru,3,4,False,68.16932959098402,0.0903248,33433233,651432
pr.trace.gz,lru,0,4,False,12.896207974207584,0.229774,6387640,60464
cc.trace.gz,lru,1,4,False,6.23061998753876,0.388812,3114311,999
bfs.trace.gz,lru,2,4,False,10.389037937665773,0.316741,5153674,40845
mcf_46B.trace.gz,lru,3,4,False,64.94117974023528,0.0989516,31895457,575133
bfs.trace.gz,lru,0,4,False,10.898795956404816,0.296151,5406998,42400
omnetpp_340B.trace.gz,lru,1,4,False,16.660734,0.270696,7126060,1204307
pr.trace.gz,lru,2,4,False,12.937331974125337,0.224819,6406103,62563
xalancbmk_99B.trace.gz,lru,3,4,False,27.409877835540733,0.206532,13664749,40190
pr.trace.gz,lru,0,4,False,12.784684,0.231174,6337083,55259
pr.trace.gz,lru,1,4,False,12.732413974535172,0.231195,6314229,51978
cc.trace.gz,lru,2,4,False,6.163212,0.402106,3080165,1441
astar_313B.trace.gz,lru,3,4,False,39.940358,0.12034,10632250,9337929
xalancbmk_99B.trace.gz,lru,0,4,False,27.549623944900752,0.187663,13733684,41128
omnetpp_340B.trace.gz,lru,1,4,False,16.763666,0.259667,7173096,1208737
astar_313B.trace.gz,lru,2,4,False,41.353599917292804,0.116363,10937947,9738853
cc.trace.gz,lru,3,4,False,6.309456,0.357731,3153314,1414
bfs.trace.gz,lru,0,4,False,9.189071963243713,0.372958,4558321,36215
pr.trace.gz,lru,1,4,False,12.711627974576745,0.238532,6303981,51833
cc.trace.gz,lru,2,4,False,6.1028719877942565,0.433839,3050332,1104
bfs.trace.gz,lru,3,4,False,9.135496,0.372958,4531695,36053
xalancbmk_99B.trace.gz,lru,0,4,False,29.44212788223149,0.174237,14675485,45579
bfs.trace.gz,lru,1,4,False,12.795556,0.250007,6336648,61130
mcf_46B.trace.gz,lru,2,4,False,68.105544,0.0891814,33403420,649352
soplex_66B.trace.gz,lru,3,4,False,21.85175395629649,0.315512,8704375,2221502
pr.trace.gz,lru,0,4,False,13.248217973503564,0.216463,6554087,70022
astar_313B.trace.gz,lru,1,4,False,42.08377191583246,0.115305,11092146,9949740
sphinx3_2520B.trace.gz,lru,2,4,False,2.457267995085464,0.97629,1130433,98201
omnetpp_340B.trace.gz,lru,3,4,False,17.123775965752447,0.256889,7336263,1225625
sphinx3_2520B.trace.gz,lru,0,4,False,1.694692,1.12538,778945,68401
cc.trace.gz,lru,1,4,False,6.339556,0.389821,3168566,1212
bfs.trace.gz,lru,2,4,False,10.738264,0.310765,5325078,44054
omnetpp_340B.trace.gz,lru,3,4,False,16.67058793331765,0.274085,7139539,1195755
cc.trace.gz,lru,0,4,False,6.48381997406472,0.352909,3239750,2160
astar_313B.trace.gz,lru,1,4,False,42.380461915239074,0.114052,11158556,10031675
sphinx3_2520B.trace.gz,lru,2,4,False,3.390205979658764,0.869788,1566330,128773
mcf_46B.trace.gz,lru,3,4,False,66.842944,0.0919734,32800356,621116
soplex_66B.trace.gz,lru,0,4,False,20.397212,0.358164,8084740,2113866
cc.trace.gz,lru,1,4,False,6.438157961371052,0.37588,3216898,2181
xalancbmk_99B.trace.gz,lru,2,4,False,28.40489788638041,0.202169,14159909,42540
pr.trace.gz,lru,3,4,False,13.159197973681604,0.22343,6512768,66831
pr.trace.gz,lru,0,4,False,13.122131973755737,0.219397,6492674,68392
astar_313B.trace.gz,lru,1,4,False,41.644081750135506,0.115569,11000678,9821363
omnetpp_340B.trace.gz,lru,2,4,False,16.876494,0.256851,7222278,1215969
xalancbmk_99B.trace.gz,lru,3,4,False,27.925061944149878,0.184224,13921001,41530
bfs.trace.gz,lru,0,4,False,10.958765934247404,0.331172,5436958,42425
sphinx3_2520B.trace.gz,lru,1,4,False,4.672641990654716,0.868194,2165527,170794
sphinx3_2520B.trace.gz,lru,2,4,False,4.68872,0.862196,2156755,187605
cc.trace.gz,lru,3,4,False,6.427125974291497,0.412572,3211629,1934
astar_313B.trace.gz,lru,0,4,False,42.13660991572678,0.112174,11109207,9959098
mcf_46B.trace.gz,lru,1,4,False,66.55678186688644,0.0891643,32666280,612111
omnetpp_340B.trace.gz,lru,2,4,False,17.21851596556297,0.244454,7372850,1236408
pr.trace.gz,lru,3,4,False,13.171207973657584,0.213653,6521216,64388
astar_313B.trace.gz,lru,0,4,False,43.337462,0.110785,11375683,10293048
sphinx3_2520B.trace.gz,lru,1,4,False,3.26436,0.851984,1504526,127654
xalancbmk_99B.trace.gz,lru,2,4,False,28.11031788755873,0.178305,14011724,43435
astar_313B.trace.gz,lru,3,4,False,43.35023173989861,0.110785,11380251,10294865
pr.trace.gz,lru,0,8,False,13.349521973300956,0.182813,6597316,77445
soplex_66B.trace.gz,lru,1,8,False,22.196961911212153,0.230376,8915307,2183174
omnetpp_340B.trace.gz,lru,2,8,False,17.843523928625906,0.186386,7651378,1270384
omnetpp_340B.trace.gz,lru,3,8,False,17.861726,0.186268,7659548,1271315
soplex_66B.trace.gz,lru,4,8,False,22.12042595575915,0.230427,8872899,2187314
bfs.trace.gz,lru,5,8,False,12.676478,0.184773,6271951,66288
soplex_66B.trace.gz,lru,6,8,False,22.126943955746114,0.230408,8882169,2181303
astar_313B.trace.gz,lru,7,8,False,41.46600783413597,0.0908975,11026685,9706319
cc.trace.gz,lru,0,8,False,6.391944,0.304602,3194295,1677
bfs.trace.gz,lru,1,8,False,11.85532995257868,0.225624,5878593,49072
soplex_66B.trace.gz,lru,2,8,False,20.248474,0.28619,8024963,2099274
bfs.trace.gz,lru,3,8,False,11.691013976617972,0.227165,5798805,46702
bfs.trace.gz,lru,4,8,False,11.738563929568615,0.226748,5821274,48008
mcf_46B.trace.gz,lru,5,8,False,65.967118,0.0818014,32382625,600934
xalancbmk_99B.trace.gz,lru,6,8,False,28.094452,0.155842,14005336,41890
omnetpp_340B.trace.gz,lru,7,8,False,17.00568993197724,0.224454,7276343,1226502
astar_313B.trace.gz,lru,0,4,False,43.20169,0.106402,11445970,10154875
astar_313B.trace.gz,lru,1,4,False,43.19393574083638,0.106403,11470035,10126933
astar_313B.trace.gz,lru,2,4,False,43.197482,0.106399,11445475,10153266
pr.trace.gz,lru,3,4,False,13.332791973334416,0.196963,6589500,76896
xalancbmk_99B.trace.gz,lru,0,8,False,27.758563944482873,0.157052,13837926,41356
xalancbmk_99B.trace.gz,lru,1,8,False,27.775508,0.157015,13846610,41144
bfs.trace.gz,lru,2,8,False,11.506937976986125,0.228208,5706712,46757
omnetpp_340B.trace.gz,lru,3,8,False,16.691311899852128,0.227754,7140380,1205276
omnetpp_340B.trace.gz,lru,4,8,False,16.671687966656624,0.22795,7131070,1204774
bfs.trace.gz,lru,5,8,False,11.22087995511648,0.230789,5567531,42909
pr.trace.gz,lru,6,8,False,12.94243997411512,0.208592,6409238,61982
astar_313B.trace.gz,lru,7,8,False,39.52810584188758,0.107072,10592781,9171272
mcf_46B.trace.gz,lru,0,4,False,68.6000517255998,0.082873,33647087,652939
mcf_46B.trace.gz,lru,1,4,False,68.603008,0.0828627,33647295,654209
mcf_46B.trace.gz,lru,2,4,False,68.57381158855712,0.08287,33633973,652933
astar_313B.trace.gz,lru,3,4,False,42.93923791412153,0.106103,11309027,10160592
omnetpp_340B.trace.gz,lru,0,4,False,16.839268,0.255672,7206488,1213146
bfs.trace.gz,lru,1,4,False,11.427646,0.26482,5665838,47985
astar_313B.trace.gz,lru,2,4,False,41.45067375129596,0.115556,10958998,9766339
xalancbmk_99B.trace.gz,lru,3,4,False,28.047333887810666,0.181445,13981895,41772
bfs.trace.gz,lru,0,4,False,12.879675922721944,0.25036,6376776,63062
sphinx3_2520B.trace.gz,lru,1,4,False,9.315653981368692,0.53222,4302360,355467
soplex_66B.trace.gz,lru,2,4,False,22.066582,0.313004,8800721,2232570
mcf_46B.trace.gz,lru,3,4,False,68.20081959079508,0.0889419,33446446,653964
xalancbmk_99B.trace.gz,lru,0,4,False,28.7045,0.178574,14308351,43899
astar_313B.trace.gz,lru,1,4,False,42.27151791545697,0.113366,11139038,9996721
pr.trace.gz,lru,2,4,False,13.196707973606584,0.21729,6531407,66947
mcf_46B.trace.gz,lru,3,4,False,66.6691,0.0912022,32718099,616451
astar_313B.trace.gz,lru,0,4,False,43.666254,0.105901,11481801,10351326
soplex_66B.trace.gz,lru,1,4,False,21.882359912470562,0.291373,8736589,2204591
astar_313B.trace.gz,lru,2,4,False,43.66305573802166,0.105901,11481202,10350326
sphinx3_2520B.trace.gz,lru,3,4,False,6.398017987203964,0.591843,2958057,240952
xalancbmk_99B.trace.gz,lru,0,4,False,28.783381884866472,0.210983,14347886,43805
bfs.trace.gz,lru,1,4,False,12.286662,0.295801,6090479,52852
sphinx3_2520B.trace.gz,lru,2,4,False,6.358045987283909,0.715102,2938876,240147
sphinx3_2520B.trace.gz,lru,3,4,False,6.607769973568921,0.699275,3075384,228501
xalancbmk_99B.trace.gz,lru,0,4,False,28.967848,0.178365,14440259,43665
omnetpp_340B.trace.gz,lru,1,4,False,17.58035792967857,0.24977,7529589,1260590
omnetpp_340B.trace.gz,lru,2,4,False,17.589047929643808,0.24977,7533989,1260535
mcf_46B.trace.gz,lru,3,4,False,67.18763,0.0909031,32964718,629097
sphinx3_2520B.trace.gz,lru,0,4,False,2.738712,0.964325,1272228,97128
xalancbmk_99B.trace.gz,lru,1,4,False,28.399976,0.199086,14157477,42511
omnetpp_340B.trace.gz,lru,2,4,False,17.358065930567737,0.26345,7434705,1244328
bfs.trace.gz,lru,3,4,False,11.889472,0.282237,5890487,54249
omnetpp_340B.trace.gz,lru,0,8,False,17.3118999653762,0.230525,7413524,1242426
xalancbmk_99B.trace.gz,lru,1,8,False,28.610115828339303,0.161082,14262920,42138
xalancbmk_99B.trace.gz,lru,2,8,False,28.70067394259865,0.16074,14306874,43463
pr.trace.gz,lru,3,8,False,13.202511973594977,0.207073,6534967,66289
sphinx3_2520B.trace.gz,lru,4,8,False,0.70485999859028,1.29198,324253,28177
bfs.trace.gz,lru,5,8,False,12.128658,0.23201,6013895,50434
bfs.trace.gz,lru,6,8,False,11.970747976058504,0.233183,5934080,51294
soplex_66B.trace.gz,lru,7,8,False,20.87166,0.294825,8297213,2138617
bfs.trace.gz,lru,0,8,False,12.30493997539012,0.218268,6100101,52369
xalancbmk_99B.trace.gz,lru,1,8,False,28.63202994273594,0.151425,14272981,43034
pr.trace.gz,lru,2,8,False,13.039045973921908,0.202622,6454462,65061
bfs.trace.gz,lru,3,8,False,12.389914,0.21777,6137550,57407
mcf_46B.trace.gz,lru,4,8,False,66.67729359993623,0.0801424,32722455,616192
bfs.trace.gz,lru,5,8,False,12.178106,0.219133,6037891,51162
mcf_46B.trace.gz,lru,6,8,False,66.698992,0.0801423,32732986,616510
soplex_66B.trace.gz,lru,7,8,False,20.715284,0.2797,8218125,2139517
bfs.trace.gz,lru,0,8,False,12.225527951097888,0.201049,6062235,50529
xalancbmk_99B.trace.gz,lru,1,8,False,28.669531942660935,0.137068,14291723,43043
mcf_46B.trace.gz,lru,2,8,False,66.87789786624421,0.0734362,32818300,620649
soplex_66B.trace.gz,lru,3,8,False,20.982812,0.254068,8332121,2159285
omnetpp_340B.trace.gz,lru,4,8,False,17.394533895632797,0.202554,7447415,1249852
astar_313B.trace.gz,lru,5,8,False,40.50822175695067,0.097919,10811545,9442566
omnetpp_340B.trace.gz,lru,6,8,False,17.342661965314676,0.202948,7424234,1247097
bfs.trace.gz,lru,7,8,False,12.342582,0.200107,6114649,56642
cc.trace.gz,lru,0,8,False,6.37361998725276,0.315386,3184905,1905
omnetpp_340B.trace.gz,lru,1,8,False,17.000242,0.232784,7274441,1225680
xalancbmk_99B.trace.gz,lru,2,8,False,28.274727943450543,0.159942,14095754,41610
xalancbmk_99B.trace.gz,lru,3,8,False,28.20317994359364,0.160228,14059644,41946
pr.trace.gz,lru,4,8,False,13.023093973953813,0.207925,6448418,63129
omnetpp_340B.trace.gz,lru,5,8,False,17.009542,0.232742,7278824,1225947
cc.trace.gz,lru,6,8,False,6.336154,0.315642,3165992,2085
soplex_66B.trace.gz,lru,7,8,False,20.162036,0.296576,8000906,2080112
cc.trace.gz,lru,0,8,False,6.413365987173268,0.300538,3205296,1387
pr.trace.gz,lru,1,8,False,13.078336,0.197175,6473695,65473
pr.trace.gz,lru,2,8,False,13.034823921791055,0.197984,6461170,56242
astar_313B.trace.gz,lru,3,8,False,41.825404,0.10325,11077824,9834878
sphinx3_2520B.trace.gz,lru,4,8,False,1.614814,0.991805,743817,63590
astar_313B.trace.gz,lru,5,8,False,41.81258591637483,0.10325,11076169,9830124
pr.trace.gz,lru,6,8,False,13.037783973924432,0.195981,6452986,65906
astar_313B.trace.gz,lru,7,8,False,41.82636783269453,0.103249,11030782,9882402
mcf_46B.trace.gz,lru,0,8,False,66.990253732039,0.0765253,32873014,622113
soplex_66B.trace.gz,lru,1,8,False,21.122415915510338,0.264013,8420964,2140244
mcf_46B.trace.gz,lru,2,8,False,66.97256586605486,0.0765237,32864645,621638
cc.trace.gz,lru,3,8,False,6.498745961007524,0.288352,3247664,1709
xalancbmk_99B.trace.gz,lru,4,8,False,28.710459885158162,0.142955,14311304,43926
pr.trace.gz,lru,5,8,False,13.180487973639025,0.191681,6519521,70723
astar_313B.trace.gz,lru,6,8,False,40.83147383667411,0.10045,10866208,9549529
bfs.trace.gz,lru,7,8,False,12.220135975559728,0.20887,6055580,54488
soplex_66B.trace.gz,lru,0,8,False,20.04255995991488,0.300177,7964022,2057258
cc.trace.gz,lru,1,8,False,6.336438,0.317291,3166740,1479
bfs.trace.gz,lru,2,8,False,11.727112,0.237676,5816520,47036
cc.trace.gz,lru,3,8,False,6.34695996191824,0.316773,3171866,1614
pr.trace.gz,lru,4,8,False,13.0037499739925,0.211099,6437525,64350
soplex_66B.trace.gz,lru,5,8,False,19.984751960030497,0.300158,7935038,2057338
xalancbmk_99B.trace.gz,lru,6,8,False,28.157337887370648,0.162525,14036866,41803
bfs.trace.gz,lru,7,8,False,11.682974,0.237785,5795296,46191
omnetpp_340B.trace.gz,lru,0,8,False,17.721647964556706,0.197749,7595864,1264960
cc.trace.gz,lru,1,8,False,6.517097973931608,0.275893,3256061,2488
astar_313B.trace.gz,lru,2,8,False,41.24472983502108,0.0958608,10979107,9643258
mcf_46B.trace.gz,lru,3,8,False,67.65425359407448,0.0719278,33189083,638044
xalancbmk_99B.trace.gz,lru,4,8,False,29.24086988303652,0.134025,14575539,44896
pr.trace.gz,lru,5,8,False,13.215375973569248,0.189875,6537455,70233
soplex_66B.trace.gz,lru,6,8,False,21.64072991343708,0.247148,8641240,2179125
soplex_66B.trace.gz,lru,7,8,False,21.753176,0.247155,8691989,2184599
bfs.trace.gz,lru,0,8,False,11.63254,0.225023,5769215,47055
xalancbmk_99B.trace.gz,lru,1,8,False,28.17403788730385,0.152893,14045536,41483
cc.trace.gz,lru,2,8,False,6.3858999744564,0.304515,3190487,2463
soplex_66B.trace.gz,lru,3,8,False,20.151162,0.283057,7998050,2077531
cc.trace.gz,lru,4,8,False,6.3348939746604245,0.304124,3165792,1655
astar_313B.trace.gz,lru,5,8,False,40.03013575981918,0.105428,10688927,9326141
bfs.trace.gz,lru,6,8,False,11.854681976290637,0.222919,5876014,51327
mcf_46B.trace.gz,lru,7,8,False,65.8872478682255,0.0809371,32345068,598556
omnetpp_340B.trace.gz,lru,0,8,False,17.472343930110625,0.222161,7484951,1251221
xalancbmk_99B.trace.gz,lru,1,8,False,28.877441884490235,0.153578,14395533,43188
xalancbmk_99B.trace.gz,lru,2,8,False,28.816787827099272,0.15379,14364317,44077
omnetpp_340B.trace.gz,lru,3,8,False,17.48040989511754,0.222024,7487774,1252431
pr.trace.gz,lru,4,8,False,13.21065997357868,0.201602,6535474,69856
sphinx3_2520B.trace.gz,lru,5,8,False,1.432546,1.10055,662884,53389
bfs.trace.gz,lru,6,8,False,12.18931997562136,0.223107,6042348,52312
soplex_66B.trace.gz,lru,7,8,False,21.041487957917024,0.282957,8377626,2143118
soplex_66B.trace.gz,lru,0,8,False,21.185405872887564,0.241538,8454303,2138400
cc.trace.gz,lru,1,8,False,6.476114,0.27041,3236129,1928
omnetpp_340B.trace.gz,lru,2,8,False,17.344131895935206,0.194939,7433021,1239045
omnetpp_340B.trace.gz,lru,3,8,False,17.3256999306972,0.195005,7424645,1238205
pr.trace.gz,lru,4,8,False,13.13697997372604,0.186312,6504897,63593
mcf_46B.trace.gz,lru,5,8,False,66.99960786600079,0.0701061,32878438,621366
astar_313B.trace.gz,lru,6,8,False,41.694816,0.0944137,11035814,9811594
astar_313B.trace.gz,lru,7,8,False,41.67667591664665,0.0944133,11035582,9802756
sphinx3_2520B.trace.gz,lru,0,8,False,1.4789379940842482,1.0351,677824,61645
bfs.trace.gz,lru,1,8,False,11.901396,0.215834,5896852,53846
astar_313B.trace.gz,lru,2,8,False,41.65812591668375,0.101993,11025583,9803480
bfs.trace.gz,lru,3,8,False,11.978261976043477,0.215212,5933238,55893
astar_313B.trace.gz,lru,4,8,False,41.668295833326816,0.101994,11025976,9808172
xalancbmk_99B.trace.gz,lru,5,8,False,28.221255887114978,0.146411,14068197,42431
soplex_66B.trace.gz,lru,6,8,False,20.856707958286584,0.267252,8322759,2105595
pr.trace.gz,lru,7,8,False,13.132385973735229,0.197646,6498204,67989
mcf_46B.trace.gz,lru,0,8,False,66.0083498679833,0.0676866,32408033,596142
mcf_46B.trace.gz,lru,1,8,False,66.01902160388586,0.0676861,32412100,597411
astar_313B.trace.gz,lru,2,8,False,42.761438,0.0891526,11297203,10083516
astar_313B.trace.gz,lru,3,8,False,42.75210182899159,0.0891535,11302127,10073924
astar_313B.trace.gz,lru,4,8,False,42.74574782901701,0.0891519,11293542,10079332
astar_313B.trace.gz,lru,5,8,False,42.743499743539,0.0891532,11273340,10098410
cc.trace.gz,lru,6,8,False,6.530474,0.258075,3262601,2636
cc.trace.gz,lru,7,8,False,6.48107,0.257379,3238696,1839
sphinx3_2520B.trace.gz,lru,0,8,False,0.7832999984334,1.24586,354354,37296
pr.trace.gz,lru,1,8,False,12.877575974244849,0.205359,6385269,53519
bfs.trace.gz,lru,2,8,False,11.661537953353848,0.228813,5782509,48260
astar_313B.trace.gz,lru,3,8,False,40.25854,0.106247,10757200,9372070
omnetpp_340B.trace.gz,lru,4,8,False,16.97366989815798,0.22591,7265946,1220889
bfs.trace.gz,lru,5,8,False,11.647823976704352,0.228976,5772483,51429
cc.trace.gz,lru,6,8,False,6.3911,0.307403,3193640,1910
soplex_66B.trace.gz,lru,7,8,False,20.42505995914988,0.283971,8143988,2068542
xalancbmk_99B.trace.gz,lru,0,8,False,29.29868,0.116859,14604407,44933
mcf_46B.trace.gz,lru,1,8,False,67.901568,0.0639307,33312763,638021
mcf_46B.trace.gz,lru,2,8,False,67.89303,0.0639384,33307646,638869
astar_313B.trace.gz,lru,3,8,False,42.909382,0.0862477,11322365,10132326
astar_313B.trace.gz,lru,4,8,False,42.90816582836734,0.0862487,11322890,10131193
astar_313B.trace.gz,lru,5,8,False,42.886417742681495,0.0862478,11282913,10160296
omnetpp_340B.trace.gz,lru,6,8,False,17.729914,0.176181,7601492,1263465
soplex_66B.trace.gz,lru,7,8,False,22.02255,0.215205,8792967,2218308
astar_313B.trace.gz,lru,0,8,False,39.88125992023748,0.0996769,10676743,9263887
omnetpp_340B.trace.gz,lru,1,8,False,17.139066,0.206534,7336914,1232619
omnetpp_340B.trace.gz,lru,2,8,False,17.02573996594852,0.207452,7286392,1226478
omnetpp_340B.trace.gz,lru,3,8,False,17.019892,0.207491,7283802,1226144
pr.trace.gz,lru,4,8,False,12.956317974087364,0.195332,6415068,63091
xalancbmk_99B.trace.gz,lru,5,8,False,28.315843943368314,0.139021,14115488,42434
omnetpp_340B.trace.gz,lru,6,8,False,17.113631965772736,0.206753,7324890,1231926
omnetpp_340B.trace.gz,lru,7,8,False,17.123564,0.206667,7328910,1232872
xalancbmk_99B.trace.gz,lru,0,8,False,29.62366588150534,0.127378,14765648,46185
soplex_66B.trace.gz,lru,1,8,False,22.3811499552377,0.233769,8982661,2207914
astar_313B.trace.gz,lru,2,8,False,41.72793974963236,0.0920944,11072239,9791731
soplex_66B.trace.gz,lru,3,8,False,22.3911998656528,0.233741,8983056,2212544
bfs.trace.gz,lru,4,8,False,12.842944,0.187058,6353734,67738
sphinx3_2520B.trace.gz,lru,5,8,False,7.281016,0.469034,3363570,276938
omnetpp_340B.trace.gz,lru,6,8,False,17.987988,0.18878,7715263,1278731
soplex_66B.trace.gz,lru,7,8,False,22.347105910611578,0.233735,8963629,2209924
astar_313B.trace.gz,lru,0,8,False,42.967202,0.0871125,11328290,10155311
xalancbmk_99B.trace.gz,lru,1,8,False,29.30446788278213,0.119377,14607295,44939
omnetpp_340B.trace.gz,lru,2,8,False,17.764206,0.179274,7615549,1266554
astar_313B.trace.gz,lru,3,8,False,42.96662991406674,0.0871136,11325985,10157330
soplex_66B.trace.gz,lru,4,8,False,22.233631911065473,0.21816,8908894,2207922
sphinx3_2520B.trace.gz,lru,5,8,False,5.01100998997798,0.544143,2309992,195513
soplex_66B.trace.gz,lru,6,8,False,22.219328,0.21823,8907395,2202269
astar_313B.trace.gz,lru,7,8,False,42.96479574221122,0.0871122,11305991,10176407
astar_313B.trace.gz,lru,0,8,False,41.51527991696944,0.094077,11002553,9755087
soplex_66B.trace.gz,lru,1,8,False,20.9927499580145,0.241606,8385556,2110819
soplex_66B.trace.gz,lru,2,8,False,21.00037595799925,0.241567,8385285,2114903
bfs.trace.gz,lru,3,8,False,12.10815795156737,0.194673,5991793,62286
omnetpp_340B.trace.gz,lru,4,8,False,17.322571965354857,0.195039,7421659,1239627
bfs.trace.gz,lru,5,8,False,12.107232,0.194653,5988051,65565
bfs.trace.gz,lru,6,8,False,12.270472,0.193161,6075219,60017
astar_313B.trace.gz,lru,7,8,False,41.49348975103906,0.0940765,10998046,9748699
mcf_46B.trace.gz,lru,0,8,False,66.24121986751756,0.0753602,32517426,603184
