Trace,Baseline,CPU,NumCPUs,HomogeneousMix,MPKI,IPC,LoadMisses,RFOMisses
soplex_66B.trace.gz,lru,1,8,False,20.50021595899957,0.259834,8171619,2078489
cc.trace.gz,lru,2,8,False,6.40135998719728,0.285233,3199167,1513
astar_313B.trace.gz,lru,3,8,False,41.195175752828945,0.099491,10934588,9663000
pr.trace.gz,lru,4,8,False,13.008777973982445,0.195195,6443092,61297
bfs.trace.gz,lru,5,8,False,11.742475953030096,0.209658,5817047,54191
bfs.trace.gz,lru,6,8,False,11.741512,0.209584,5821347,49409
astar_313B.trace.gz,lru,7,8,False,41.198244,0.0994925,10934452,9664670
soplex_66B.trace.gz,lru,0,8,False,21.802728,0.249461,8715782,2185582
omnetpp_340B.trace.gz,lru,1,8,False,17.859061892845627,0.198833,7657102,1272429
cc.trace.gz,lru,2,8,False,6.605308,0.277659,3300011,2643
soplex_66B.trace.gz,lru,3,8,False,21.869473956261054,0.249438,8745116,2189621
soplex_66B.trace.gz,lru,4,8,False,21.832464,0.249486,8730892,2185340
omnetpp_340B.trace.gz,lru,5,8,False,17.863563928545744,0.19872,7659397,1272385
cc.trace.gz,lru,6,8,False,6.650254,0.277465,3323422,1705
sphinx3_2520B.trace.gz,lru,7,8,False,6.413417974346328,0.529661,2953794,252915
xalancbmk_99B.trace.gz,lru,0,8,False,28.958113942083774,0.161101,14434896,44161
soplex_66B.trace.gz,lru,1,8,False,20.978984,0.297419,8344871,2144621
cc.trace.gz,lru,2,8,False,6.519235986961528,0.316363,3257615,2003
cc.trace.gz,lru,3,8,False,6.468671961187968,0.315022,3232846,1490
soplex_66B.trace.gz,lru,4,8,False,20.97760987413434,0.297437,8352473,2136332
cc.trace.gz,lru,5,8,False,6.440776,0.31611,3218270,2118
sphinx3_2520B.trace.gz,lru,6,8,False,1.55125999069244,1.10172,713143,62487
xalancbmk_99B.trace.gz,lru,7,8,False,28.95309788418761,0.16093,14431503,45046
xalancbmk_99B.trace.gz,lru,0,8,False,28.561248,0.162239,14237904,42720
pr.trace.gz,lru,1,8,False,13.189868,0.208118,6527992,66942
bfs.trace.gz,lru,2,8,False,12.032507975934985,0.233791,5965852,50402
pr.trace.gz,lru,3,8,False,13.190875973618247,0.207321,6526717,68721
soplex_66B.trace.gz,lru,4,8,False,20.865973916536106,0.295754,8299323,2133664
xalancbmk_99B.trace.gz,lru,5,8,False,28.694913942610174,0.161486,14303630,43827
omnetpp_340B.trace.gz,lru,6,8,False,17.377763965244473,0.230464,7443344,1245538
sphinx3_2520B.trace.gz,lru,7,8,False,1.171976,1.1707,535957,50031
astar_313B.trace.gz,lru,0,8,False,42.455723915088555,0.0986473,11169391,10058471
omnetpp_340B.trace.gz,lru,1,8,False,17.092241965815518,0.207587,7323359,1222762
sphinx3_2520B.trace.gz,lru,2,8,False,2.2495999955008,0.864749,1030232,94568
astar_313B.trace.gz,lru,3,8,False,42.467102,0.0986463,11185075,10048476
pr.trace.gz,lru,4,8,False,13.332665920004004,0.18832,6590523,75810
astar_313B.trace.gz,lru,5,8,False,42.47323,0.0986476,11180442,10056173
sphinx3_2520B.trace.gz,lru,6,8,False,2.449625990201496,0.822878,1126242,98571
pr.trace.gz,lru,7,8,False,13.21981997356036,0.190035,6547399,62511
omnetpp_340B.trace.gz,lru,0,8,False,16.936587898380473,0.218507,7251912,1216382
omnetpp_340B.trace.gz,lru,1,8,False,16.931625932273498,0.218492,7250336,1215477
astar_313B.trace.gz,lru,2,8,False,41.26986175238083,0.102841,10950073,9684858
sphinx3_2520B.trace.gz,lru,3,8,False,1.088416,1.13514,500205,44003
cc.trace.gz,lru,4,8,False,6.44698996131806,0.296845,3221203,2292
pr.trace.gz,lru,5,8,False,13.088615973822769,0.19896,6478474,65834
astar_313B.trace.gz,lru,6,8,False,41.262812,0.102843,10949235,9682171
xalancbmk_99B.trace.gz,lru,7,8,False,28.0233999439532,0.147875,13969212,42488
pr.trace.gz,lru,0,8,False,13.1352499737295,0.210496,6496857,70768
soplex_66B.trace.gz,lru,1,8,False,20.42722,0.294284,8141375,2072235
bfs.trace.gz,lru,2,8,False,11.676114,0.236877,5787233,50824
bfs.trace.gz,lru,3,8,False,11.546237976907525,0.237844,5725296,47823
omnetpp_340B.trace.gz,lru,4,8,False,16.996091898023447,0.234066,7275873,1222173
sphinx3_2520B.trace.gz,lru,5,8,False,0.94240999623036,1.21577,433129,38076
omnetpp_340B.trace.gz,lru,6,8,False,16.997105966005787,0.234066,7276770,1221783
cc.trace.gz,lru,7,8,False,6.411988,0.316464,3204068,1926
soplex_66B.trace.gz,lru,0,8,False,21.354491871873048,0.256022,8556455,2120791
omnetpp_340B.trace.gz,lru,1,8,False,17.382567895704593,0.207237,7451396,1239888
cc.trace.gz,lru,2,8,False,6.542991986914016,0.284719,3270003,1493
astar_313B.trace.gz,lru,3,8,False,41.64801975011188,0.0995426,11020646,9803364
sphinx3_2520B.trace.gz,lru,4,8,False,3.7002999925994002,0.697716,1706682,143468
bfs.trace.gz,lru,5,8,False,12.009487927943072,0.208984,5944160,60584
sphinx3_2520B.trace.gz,lru,6,8,False,3.859274,0.686987,1791113,138524
astar_313B.trace.gz,lru,7,8,False,41.67478174995131,0.0995422,11024466,9812925
soplex_66B.trace.gz,lru,0,8,False,20.958923874246455,0.271315,8343045,2136417
cc.trace.gz,lru,1,8,False,6.4775799740896804,0.294527,3236925,1865
bfs.trace.gz,lru,2,8,False,12.25233,0.213832,6072765,53400
astar_313B.trace.gz,lru,3,8,False,40.93961591812077,0.101722,10890065,9579743
soplex_66B.trace.gz,lru,4,8,False,20.894261958211477,0.271349,8320193,2126938
xalancbmk_99B.trace.gz,lru,5,8,False,28.795638,0.146605,14354389,43430
pr.trace.gz,lru,6,8,False,13.083171973833656,0.199283,6474809,66777
xalancbmk_99B.trace.gz,lru,7,8,False,28.90710788437157,0.146149,14410071,43483
omnetpp_340B.trace.gz,lru,0,8,False,17.08183596583633,0.210173,7309421,1231497
pr.trace.gz,lru,1,8,False,12.986113974027772,0.198747,6432766,60291
mcf_46B.trace.gz,lru,2,8,False,66.29955973480176,0.0758552,32543432,606348
bfs.trace.gz,lru,3,8,False,11.852871952588513,0.209153,5877564,48872
omnetpp_340B.trace.gz,lru,4,8,False,17.083226,0.210174,7309662,1231951
bfs.trace.gz,lru,5,8,False,11.917681976164637,0.20858,5908237,50604
mcf_46B.trace.gz,lru,6,8,False,66.27191586745617,0.0758482,32530728,605230
astar_313B.trace.gz,lru,7,8,False,40.111028,0.100389,10723031,9332483
omnetpp_340B.trace.gz,lru,0,8,False,17.361525930553896,0.220267,7435537,1245226
bfs.trace.gz,lru,1,8,False,12.141761927149428,0.222192,6016976,53905
bfs.trace.gz,lru,2,8,False,12.22846,0.221687,6058734,55496
soplex_66B.trace.gz,lru,3,8,False,20.866735958266528,0.279588,8311859,2121509
bfs.trace.gz,lru,4,8,False,12.171496,0.222361,6033495,52253
soplex_66B.trace.gz,lru,5,8,False,20.81133187513201,0.279569,8285609,2120057
sphinx3_2520B.trace.gz,lru,6,8,False,1.102975995588096,1.17095,504812,46676
cc.trace.gz,lru,7,8,False,6.476498,0.302494,3236718,1531
sphinx3_2520B.trace.gz,lru,0,8,False,0.625381996247708,1.31445,283164,29527
soplex_66B.trace.gz,lru,1,8,False,19.888405920446377,0.302428,7931042,2013161
cc.trace.gz,lru,2,8,False,6.327881987344236,0.323165,3162930,1011
bfs.trace.gz,lru,3,8,False,11.317253932096476,0.244899,5609775,48852
astar_313B.trace.gz,lru,4,8,False,39.84541384061835,0.110983,10643732,9278975
pr.trace.gz,lru,5,8,False,12.845849974308301,0.208038,6365502,57423
cc.trace.gz,lru,6,8,False,6.347494,0.323306,3172124,1623
bfs.trace.gz,lru,7,8,False,11.246407932521551,0.245218,5575433,47771
bfs.trace.gz,lru,0,8,False,10.802308,0.239473,5359799,41355
pr.trace.gz,lru,1,8,False,12.797923974404153,0.208501,6344546,54416
cc.trace.gz,lru,2,8,False,6.24248998751502,0.31161,3119345,1900
pr.trace.gz,lru,3,8,False,12.824708,0.209409,6356958,55396
omnetpp_340B.trace.gz,lru,4,8,False,16.449242,0.231667,7036585,1188036
mcf_46B.trace.gz,lru,5,8,False,64.815066,0.0839797,31836445,571088
bfs.trace.gz,lru,6,8,False,10.9699,0.237731,5441435,43515
astar_313B.trace.gz,lru,7,8,False,39.075532,0.10878,10496028,9041738
xalancbmk_99B.trace.gz,lru,0,8,False,28.979985884080058,0.145174,14446241,43752
astar_313B.trace.gz,lru,1,8,False,41.91959583232162,0.101765,11079221,9880577
sphinx3_2520B.trace.gz,lru,2,8,False,3.286805986852776,0.760139,1515951,127452
xalancbmk_99B.trace.gz,lru,3,8,False,28.96490988414036,0.145154,14438725,43730
sphinx3_2520B.trace.gz,lru,4,8,False,3.601831985592672,0.73243,1667058,133858
omnetpp_340B.trace.gz,lru,5,8,False,17.44149,0.214223,7472118,1248627
astar_313B.trace.gz,lru,6,8,False,41.91220591617559,0.101765,11074951,9881152
xalancbmk_99B.trace.gz,lru,7,8,False,28.950003884199987,0.145106,14430596,44406
astar_313B.trace.gz,lru,0,8,False,39.50067792099865,0.108845,10594851,9155488
cc.trace.gz,lru,1,8,False,6.305168,0.31381,3151037,1547
xalancbmk_99B.trace.gz,lru,2,8,False,27.668326,0.16124,13793308,40855
bfs.trace.gz,lru,3,8,False,11.34217993194692,0.236653,5627190,43900
bfs.trace.gz,lru,4,8,False,11.149793955400824,0.238358,5529517,45380
bfs.trace.gz,lru,5,8,False,11.176665955293336,0.238414,5543222,45111
pr.trace.gz,lru,6,8,False,12.916927974166144,0.210586,6397762,60702
soplex_66B.trace.gz,lru,7,8,False,19.635167921459328,0.295486,7821651,1995933
pr.trace.gz,lru,0,8,False,12.962181948151272,0.216783,6418196,62895
soplex_66B.trace.gz,lru,1,8,False,19.744563960510874,0.317073,7830244,2042038
xalancbmk_99B.trace.gz,lru,2,8,False,27.749602,0.173815,13833999,40802
xalancbmk_99B.trace.gz,lru,3,8,False,27.63592,0.174341,13777204,40756
bfs.trace.gz,lru,4,8,False,11.37010997725978,0.25101,5640237,44818
cc.trace.gz,lru,5,8,False,6.278458,0.326867,3137943,1286
bfs.trace.gz,lru,6,8,False,11.198888,0.253224,5554827,44617
pr.trace.gz,lru,7,8,False,12.929313974141373,0.217254,6405941,58716
pr.trace.gz,lru,0,8,False,12.855297974289405,0.210267,6368521,59128
bfs.trace.gz,lru,1,8,False,10.832883956668464,0.239251,5373113,43329
pr.trace.gz,lru,2,8,False,12.886391974227216,0.21,6380248,62948
omnetpp_340B.trace.gz,lru,3,8,False,16.482882,0.234175,7051714,1189727
bfs.trace.gz,lru,4,8,False,11.093677933437931,0.236486,5502980,43859
omnetpp_340B.trace.gz,lru,5,8,False,16.475614,0.234175,7048853,1188954
xalancbmk_99B.trace.gz,lru,6,8,False,27.374718,0.159926,13646110,41249
astar_313B.trace.gz,lru,7,8,False,39.124976,0.108628,10502273,9060215
